election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,candidates_observed,selected_responses,normalized_option,policy_family
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,"f) Income taxes (incomes below $75,000)",tax_income_lower,economic_ideology,-1.0,high,ordinal,rule_mapped,62,53,"income taxes (incomes below $75,000)",fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,"g) Income taxes (incomes above $75,000)",tax_income_upper,economic_ideology,-1.0,high,ordinal,rule_mapped,62,53,"income taxes (incomes above $75,000)",fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,h) Inheritance taxes,tax_inheritance,economic_ideology,-1.0,high,ordinal,rule_mapped,62,52,inheritance taxes,fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,i) Property taxes,tax_property,economic_ideology,-1.0,medium,ordinal,rule_mapped,62,52,property taxes,fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,j) Sales taxes,tax_sales,economic_ideology,-1.0,medium,ordinal,rule_mapped,62,53,sales taxes,fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,k) Vehicle taxes,tax_vehicle,economic_ideology,-1.0,medium,ordinal,rule_mapped,62,52,vehicle taxes,fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,l) Other or expanded categories,open_ended_other,non_scorable,,high,,non_scorable,57,9,other or expanded categories,fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,m) Should Alabama create a state lottery with proceeds funding education?,education_lottery,position_only,,high,binary,position_only,62,58,should alabama create a state lottery with proceeds funding education?,fiscal_tax_budget
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,n) Should Internet sales be taxed?,economic_internet_sales_tax,economic_ideology,-1.0,high,binary,rule_mapped,62,57,should internet sales be taxed?,fiscal_tax_budget
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,a) Do you support the current limit of two four-year terms for Alabama governors?,government_term_limits,position_only,,high,binary,position_only,62,59,do you support the current limit of two four-year terms for alabama governors?,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,b) Do you support limiting the number of terms for Alabama state senators and representatives?,government_term_limits,position_only,,high,binary,position_only,62,58,do you support limiting the number of terms for alabama state senators and representatives?,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,1) Individual,campaign_contribution_limits_individual,position_only,,high,binary,position_only,62,59,individual,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,2) PAC,campaign_contribution_limits_pac,position_only,,high,binary,position_only,62,59,pac,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,3) Corporate,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,62,60,corporate,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,4) Political Parties,campaign_contribution_limits_political_parties,position_only,,high,binary,position_only,62,60,political parties,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,d) Do you support requiring full and timely disclosure of campaign finance information?,campaign_finance_disclosure,position_only,,high,binary,position_only,62,60,do you support requiring full and timely disclosure of campaign finance information?,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,e) Do you support partial funding from state taxes for state level political campaigns?,campaign_public_funding,position_only,,high,binary,position_only,62,59,do you support partial funding from state taxes for state level political campaigns?,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,f) Do you support requiring voters to present photo identification before voting?,elections_photo_id,government_reform_position,1.0,high,binary,rule_mapped,62,60,do you support requiring voters to present photo identification before voting?,campaign_elections_government
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,g) Do you support voting on-line?,election_online_voting,position_only,,high,binary,position_only,62,58,do you support voting on-line?,campaign_elections_government
