group_id,normalized_option,representative_section,representative_question,representative_option_text,item_count,years,selected_response_count,candidate_count_sum
B27640083F4BEAB4,earned income tax credit,"Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:",c) Earned income tax credit,4,1996.0;2000.0;2004.0;2008.0,4,5
0D712987367DCE53,scientific research,"Budgetary, Spending, and Tax Issues, Part 1: Budget Priorities","Using the key, indicate what federal funding levels you support for the following general categories. Select one number per category.Budget Priorities",l) Scientific research,4,2000.0;2004.0;2008.0;2016.0,4,5
5BF5398218C2FC57,military hardware,"Budgetary, Spending, and Tax Issues, Part 2: Defense Spending",Defense Spending,c) Military hardware,4,1996.0;2000.0;2004.0;2008.0,4,5
6D3326B3855993B4,medicare,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",i) Medicare,4,1996.0;2000.0,4,4
49417827CE50D133,homeland security,"Budgetary, Spending, and Tax Issues, Part 1: Budget Priorities","Using the key, indicate what federal funding levels you support for the following general categories. Select one number per category.Budget Priorities",f) Homeland security,3,2004.0;2008.0;2016.0,4,4
4F277F3B05FB432F,national parks,"Budgetary, Spending, and Tax Issues, Part 1: Budget Priorities","Using the key, indicate what federal funding levels you support for the following general categories. Select one number per category.Budget Priorities",j) National parks,3,2000.0;2004.0;2008.0,4,4
7505AF35DFFF30EF,modernization of weaponry and equipment,"Budgetary, Spending, and Tax Issues, Part 2: Defense Spending",Defense Spending,d) Modernization of weaponry and equipment,3,2000.0;2004.0;2008.0,4,4
4941F55D6353FA25,research and development of new weapons,"Budgetary, Spending, and Tax Issues, Part 2: Defense Spending",Defense Spending,h) Research and development of new weapons,3,2000.0;2004.0;2008.0,4,4
15E02859B4A61476,support programs to provide prison inmates with drug and alcohol addiction treatment.,Crime Issues,Indicate which principles you support (if any) regarding crime.,e) Support programs to provide prison inmates with drug and alcohol addiction treatment.,3,2000.0;2004.0;2008.0,4,4
4AF5C4FD4562802B,support federal tax incentives to help families save for college.,Education Issues,Indicate which principles you support (if any) regarding education.,m) Support federal tax incentives to help families save for college.,3,2000.0;2004.0;2008.0,4,4
8CEB139B68B965AD,do you support the north american free trade agreement (nafta)?,"International Aid, International Policy, and Trade Issues, Part 3: International Trade",International TradeIndicate which principles you support (if any) regarding international trade.,1) Do you support the North American Free Trade Agreement (NAFTA)?,3,1996.0;2000.0;2004.0,4,4
8BC3D2C05FAC2478,do you support the general agreement on tariffs and trade (gatt)?,"International Aid, International Policy, and Trade Issues, Part 3: International Trade",International TradeIndicate which principles you support (if any) regarding international trade.,2) Do you support the General Agreement on Tariffs and Trade (GATT)?,3,1996.0;2000.0;2004.0,4,4
FD382A1376A99C34,do you support the national common core state standards initiative?,Education Issues:,,a) Do you support the national Common Core State Standards initiative?,1,2014.0,4,5
31BA6518D9692978,is the tenure process for public school teachers producing effective teachers?,Education Issues:,,c) Is the tenure process for public school teachers producing effective teachers?,1,2014.0,4,5
F13717986136D850,should citizens be allowed to carry concealed guns?,Gun Issues:,,c) Should citizens be allowed to carry concealed guns?,1,2014.0,4,5
08FA8117FF8C8EC1,child tax credit,"Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:",b) Child tax credit,3,2000.0;2004.0;2008.0,3,4
8FBB8044329886D5,"impose ""truth in sentencing"" for violent criminals so they serve full sentences with no chance of parole.",Crime Issues,Indicate which principles you support (if any) regarding crime.,"c) Impose ""truth in sentencing"" for violent criminals so they serve full sentences with no chance of parole.",3,1996.0;2000.0;2004.0,3,4
F13B8411ECFE4846,support mandatory jail sentences for selling illegal drugs.,Drug Issues,Indicate which principles you support (if any) regarding drugs.,a) Support mandatory jail sentences for selling illegal drugs.,3,2000.0;2004.0;2008.0,3,4
C79092D44C0D1B49,establish english as the official national language.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,b) Establish English as the official national language.,3,2000.0;2004.0;2008.0,3,4
EE18B902AB2076D6,troop and equipment readiness,"Budgetary, Spending, and Tax Issues, Part 2: Defense Spending",Defense Spending,i) Troop and equipment readiness,3,2000.0;2004.0;2008.0,3,4
416C1A0E9565F2D5,strengthen the regulation and enforcement of the clean water act.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,a) Strengthen the regulation and enforcement of the Clean Water Act.,3,2000.0;2004.0;2008.0,3,4
7CA04AA459CC8714,strengthen the regulation and enforcement of the clean air act.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,b) Strengthen the regulation and enforcement of the Clean Air Act.,3,2000.0;2004.0;2008.0,3,4
4D8DC757608DE7EF,medicaid,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",h) Medicaid,3,1996.0,3,3
88C430AFCC3D2B92,public health services,"Budgetary, Spending, and Tax Issues, Part 1: Budget Priorities","Using the key, indicate what federal funding levels you support for the following general categories. Select one number per category.Budget Priorities",k) Public health services,2,2004.0;2008.0,3,3
0A5D4C12E9926A2F,space exploration programs,"Budgetary, Spending, and Tax Issues, Part 1: Budget Priorities","Using the key, indicate what federal funding levels you support for the following general categories. Select one number per category.Budget Priorities",m) Space exploration programs,2,2004.0;2008.0,3,3
55CF5359C513C3D8,intelligence operations,"Budgetary, Spending, and Tax Issues, Part 2: Defense Spending",Defense Spending,b) Intelligence operations,2,2004.0;2008.0,3,3
EA6A28ABB32D50B9,national missile defense,"Budgetary, Spending, and Tax Issues, Part 2: Defense Spending",Defense Spending,e) National missile defense,2,2004.0;2008.0,3,3
EBB65A20E59E68CF,programs to improve troop retention rates,"Budgetary, Spending, and Tax Issues, Part 2: Defense Spending",Defense Spending,g) Programs to improve troop retention rates,2,2004.0;2008.0,3,3
0022165198987E47,"less than $25,000","Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:","a) Less than $25,000",2,2000.0;2004.0,3,3
91BCD119242A1D66,"over $150,000","Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:","d) Over $150,000",2,2000.0;2004.0,3,3
